z*,x/D,Run,u*,z*,RMS_u*,z*,RMS_w*,z*,RSS_uw*,z*,k*
0.031145335,6,3,-0.064067262,0.022314493,0.603000727,0.021712147,0.417555643,0.024833436,0.064469774,0.02450133,0.484952846
0.051908891,6,3,-0.075411162,0.037190822,0.618696487,0.036186911,0.417312988,0.041389061,0.135801016,0.040835549,0.54130876
0.072672447,6,3,-0.059482696,0.05206715,0.609317063,0.050661676,0.484279438,0.057944685,0.153918332,0.057169769,0.567037996
0.093436004,6,3,-0.064076806,0.066943479,0.600976904,0.065136441,0.497227597,0.074500309,0.182340657,0.073503989,0.506180244
0.124581338,6,3,-0.074175087,0.089257972,0.569410132,0.086848587,0.570793483,0.099333746,0.179911358,0.098005319,0.493709575
0.155726673,6,3,-0.012683758,0.111572465,0.666160535,0.108560734,0.657779188,0.124167182,0.260356487,0.122506648,0.607345979
0.207635564,6,3,-0.007257912,0.148763287,0.692642895,0.144747646,0.762191014,0.165556243,0.418985531,0.163342198,0.677764038
0.259544455,6,3,0.006032849,0.185954109,0.667224376,0.180934557,0.800728841,0.206945303,0.540749821,0.204177747,0.598960315
0.311453346,6,3,0.01293134,0.22314493,0.688876194,0.217121469,0.799251062,0.248334364,0.516882811,0.245013297,0.604866643
0.363362237,6,3,0.025609004,0.260335752,0.728967114,0.25330838,0.890295438,0.289723425,0.595524366,0.285848846,0.677926102
0.415271128,6,3,0.090684565,0.297526574,0.80158472,0.289495292,0.923265764,0.331112485,0.688107167,0.326684396,0.790941446
0.467180019,6,3,0.093183241,0.334717395,0.872984669,0.325682203,0.954548679,0.372501546,0.833090251,0.367519945,0.847736662
0.51908891,6,3,0.155502229,0.371908217,0.918499439,0.361869114,0.983774718,0.413890607,0.92934966,0.408355495,0.944831869
0.622906692,6,3,0.220316987,0.446289861,0.94469834,0.434242937,0.951428379,0.496668728,0.824748766,0.490026594,0.999195817
0.726724474,6,3,0.318735744,0.520671504,0.959770954,0.50661676,1,0.579446849,0.940810433,0.571697693,1
0.830542256,6,3,0.373852506,0.595053147,1,0.578990583,0.976328114,0.662224971,1,0.653368792,0.981846913
0.934360038,6,3,0.449354784,0.669434791,0.950645359,0.651364406,0.912402136,0.745003092,0.930847728,0.735039891,0.87276248
1.03817782,6,3,0.529456506,0.743816434,0.890916998,0.723738229,0.871434981,0.827781214,0.8613362,0.81671099,0.79741632
1.141995602,6,3,0.600177461,0.818198078,0.855559083,0.796112052,0.84588008,0.910559335,0.75882516,0.898382088,0.728617225
1.349631166,6,3,0.772740355,0.966961364,0.540654534,0.940859697,0.544674444,1.076115578,0.279735241,1.061724286,0.361134372
1.55726673,6,3,0.850473973,1.115724651,0.35759909,1.085607343,0.435332416,1.24167182,0.149559139,1.225066484,0.209302888
1.764902294,6,3,0.919415658,1.264487938,0.167385179,1.230354989,0.245053897,1.407228063,0.058554949,1.388408682,0.073667715
1.972537857,6,3,0.952140167,1.413251225,0.121563605,1.375102635,0.158437482,1.572784306,0.027865302,1.55175088,0.051401823
2.180173421,6,3,0.97154253,1.562014512,0.054887854,1.519850281,0.091091565,1.738340548,0.011889285,1.715093078,0.018339985
2.387808985,6,3,0.990948435,1.710777799,0.018749908,1.664597926,0.026741466,1.903896791,0.002034186,1.878435276,0.004261661
2.543535658,6,3,1,1.822350264,0,1.773158661,0,2.028063973,0,2.000941924,0
0.031871822,8,3,0,0.021669229,0.588258937,0.02149477,0.498770163,0.025189851,0.18030593,0.024364066,0.546364425
0.053119704,8,3,0.008653809,0.036115381,0.649418927,0.035824616,0.539893366,0.041983085,0.144376288,0.040606776,0.597729236
0.074367586,8,3,0.010354606,0.050561534,0.641482146,0.050154462,0.573772085,0.058776319,0.221471257,0.056849486,0.603215592
0.095615467,8,3,0.025517797,0.065007686,0.63871766,0.064484309,0.630834074,0.075569553,0.238897521,0.073092197,0.610451213
0.12748729,8,3,0.015786127,0.086676915,0.611428294,0.085979078,0.7184423,0.100759404,0.233529387,0.097456263,0.634033539
0.159359112,8,3,0.042002882,0.108346144,0.674030221,0.107473848,0.739746806,0.125949255,0.432750773,0.121820328,0.65915518
0.212478816,8,3,0.063436001,0.144461525,0.679739218,0.143298464,0.752085504,0.16793234,0.364881774,0.162427104,0.661853337
0.265598521,8,3,0.073877424,0.180576907,0.696147868,0.17912308,0.857054298,0.209915425,0.527542654,0.20303388,0.728476164
0.318718225,8,3,0.094851143,0.216692288,0.866015327,0.214947695,0.90799643,0.25189851,0.688632186,0.243640656,0.827922221
0.371837929,8,3,0.135498267,0.25280767,0.772214636,0.250772311,0.928945359,0.293881595,0.650441535,0.284247432,0.808655469
0.424957633,8,3,0.145529365,0.288923051,0.84510469,0.286596927,0.916650255,0.33586468,0.729320222,0.324854208,0.845073701
0.478077337,8,3,0.129257024,0.325038432,0.804400839,0.322421543,0.887652592,0.377847765,0.766747517,0.365460984,0.793216979
0.531197041,8,3,0.178128776,0.361153814,0.834465943,0.358246159,0.916362842,0.41983085,0.765465658,0.40606776,0.86860355
0.637436449,8,3,0.267122273,0.433384576,0.971113986,0.429895391,0.981900682,0.50379702,1,0.487281313,0.942898112
0.743675858,8,3,0.327541273,0.505615339,0.953888792,0.501544623,0.975771733,0.58776319,0.940177651,0.568494865,0.958846144
0.849915266,8,3,0.344066033,0.577846102,1,0.573193854,1,0.67172936,0.99397362,0.649708417,1
0.956154674,8,3,0.453053509,0.650076865,0.946096553,0.644843086,0.931166426,0.75569553,0.939755137,0.730921969,0.891941878
1.062394082,8,3,0.566807194,0.722307627,0.852855937,0.716492318,0.78418086,0.8396617,0.636721263,0.812135521,0.78503374
1.168633491,8,3,0.620162178,0.79453839,0.800389825,0.78814155,0.748173429,0.92362787,0.593774457,0.893349073,0.646872282
1.381112307,8,3,0.731894281,0.938999916,0.606113412,0.931440014,0.599424124,1.09156021,0.387576672,1.055776177,0.423188905
1.593591124,8,3,0.841144957,1.083461441,0.354813671,1.074738477,0.391615971,1.25949255,0.141678968,1.218203281,0.20424564
1.80606994,8,3,0.89294398,1.227922967,0.181599342,1.218036941,0.254611501,1.42742489,0.045633729,1.380630386,0.090696621
2.018548756,8,3,0.935344934,1.372384492,0.091898695,1.361335404,0.179608484,1.59535723,0.036401946,1.54305749,0.044326282
2.231027573,8,3,0.971942896,1.516846018,0.058960528,1.504633868,0.102075238,1.76328957,0.016109561,1.705484594,0.035174718
2.443506389,8,3,0.991995339,1.661307543,0.025380042,1.647932332,0.042538919,1.93122191,0,1.867911698,0.008807692
2.602865502,8,3,1,1.769653687,0,1.755406179,0,2.057171165,0.001909126,1.989732026,0
0.029286607,10,3,0,0.019013129,0.595429422,0.01889442,0.418214716,0.021528428,0.094848754,0.02071543,0.530650862
0.048811011,10,3,0.032069768,0.031688549,0.718090804,0.031490701,0.493558419,0.035880713,0.245940065,0.034525717,0.642808586
0.068335416,10,3,0.018597852,0.044363968,0.692830942,0.044086981,0.568405481,0.050232998,0.223079297,0.048336004,0.642578559
0.087859821,10,3,0.034505032,0.057039388,0.681219418,0.056683261,0.585944366,0.064585284,0.225358739,0.062146291,0.672833787
0.117146427,10,3,0.080175269,0.076052517,0.791361086,0.075577681,0.639301454,0.086113712,0.357957617,0.082861722,0.75893084
0.146433034,10,3,0.056679232,0.095065647,0.768519393,0.094472102,0.759748783,0.107642139,0.376463746,0.103577152,0.815966707
0.195244046,10,3,0.091520952,0.126754196,0.677197953,0.125962802,0.735071287,0.143522853,0.394945451,0.13810287,0.667360765
0.244055057,10,3,0.070437968,0.158442744,0.742176707,0.157453503,0.79172455,0.179403566,0.526191501,0.172628587,0.755838792
0.292866068,10,3,0.12565339,0.190131293,0.830848437,0.188944204,0.902326654,0.215284279,0.60694753,0.207154305,0.86144004
0.34167708,10,3,0.142895942,0.221819842,0.910799018,0.220434904,0.91895371,0.251164992,0.818505917,0.241680022,0.909683516
0.390488091,10,3,0.170873651,0.253508391,0.911336742,0.251925605,0.987553593,0.287045705,0.814484496,0.276205739,0.941520639
0.439299103,10,3,0.161584849,0.28519694,0.894881209,0.283416305,1,0.322926418,0.914086385,0.310731457,0.948659097
0.488110114,10,3,0.185150328,0.316885489,0.951781752,0.314907006,0.975467441,0.358807131,0.819454048,0.345257174,1
0.585732137,10,3,0.260619761,0.380262587,0.985433668,0.377888407,0.922556426,0.430568558,0.836646987,0.414308609,0.973777647
0.68335416,10,3,0.318190192,0.443639684,0.934743787,0.440869809,0.946182945,0.502329984,0.979958753,0.483360044,0.939453721
0.780976183,10,3,0.373776637,0.507016782,1,0.50385121,0.905852989,0.57409141,0.939244467,0.552411479,0.988441858
0.878598205,10,3,0.41301595,0.57039388,0.983330396,0.566832611,0.935754062,0.645852836,1,0.621462914,0.961873777
0.976220228,10,3,0.481599059,0.633770978,0.990045049,0.629814012,0.971577483,0.717614263,0.887791552,0.690514349,0.974982017
1.073842251,10,3,0.557139611,0.697148075,0.945963884,0.692795413,0.839932778,0.789375689,0.753596596,0.759565783,0.845157364
1.269086297,10,3,0.660922428,0.823902271,0.822239293,0.818758216,0.730128735,0.932898542,0.62722988,0.897668653,0.666782159
1.464330342,10,3,0.760491613,0.950656467,0.612702575,0.944721018,0.579054397,1.076421394,0.355098757,1.035771523,0.441698688
1.659574388,10,3,0.836494816,1.077410662,0.323190997,1.070683821,0.398915164,1.219944247,0.172821249,1.173874392,0.185667742
1.854818433,10,3,0.887769356,1.204164858,0.238673982,1.196646623,0.241299962,1.363467099,0.037493054,1.311977262,0.127611482
2.050062479,10,3,0.948721956,1.330919053,0.152285014,1.322609426,0.189582135,1.506989952,0.025904363,1.450080132,0.086618216
2.245306525,10,3,0.983025118,1.457673249,0.047279476,1.448572228,0.072259323,1.650512804,0,1.588183002,0.015170604
2.391739559,10,3,1,1.552738895,0,1.54304433,0,1.758154944,0.002529455,1.691760154,0
0.026607304,12,3,0.012054831,0.01913507,0.615649982,0.018106716,0.44186169,0.021013101,0.190921012,0.021358862,0.580898019
0.044345507,12,3,0.048580417,0.031891783,0.66946296,0.03017786,0.471409362,0.035021836,0.116518618,0.035598104,0.615974784
0.06208371,12,3,0,0.044648497,0.625998872,0.042249004,0.503544465,0.04903057,0.103772262,0.049837345,0.594139077
0.079821912,12,3,0.069875242,0.05740521,0.774989307,0.054320148,0.566649109,0.063039304,0.217848,0.064076586,0.69122886
0.106429216,12,3,0.03263808,0.07654028,0.657819399,0.072426864,0.608924414,0.084052406,0.178061505,0.085435449,0.658416833
0.13303652,12,3,0.069724768,0.09567535,0.767994521,0.09053358,0.661879984,0.105065507,0.349544408,0.106794311,0.710536558
0.177382027,12,3,0.111520528,0.127567134,0.760131036,0.12071144,0.741677485,0.140087343,0.291618525,0.142392414,0.760467502
0.221727534,12,3,0.148532071,0.159458917,0.789826181,0.1508893,0.785705119,0.175109179,0.403907454,0.177990518,0.799607494
0.266073041,12,3,0.163904373,0.191350701,0.883584297,0.18106716,0.859203554,0.210131015,0.535502144,0.213588622,0.884159471
0.310418548,12,3,0.178456075,0.223242484,0.822361594,0.21124502,0.83615869,0.245152851,0.40365307,0.249186725,0.805151085
0.354764055,12,3,0.12026821,0.255134268,0.875362435,0.24142288,0.880486049,0.280174687,0.644381392,0.284784829,0.899923467
0.399109561,12,3,0.19394538,0.287026051,0.827159436,0.27160074,0.94918008,0.315196522,0.637276566,0.320382932,0.874085773
0.443455068,12,3,0.224473136,0.318917835,0.833888292,0.3017786,0.940444657,0.350218358,0.611227781,0.355981036,0.92050518
0.532146082,12,3,0.236428782,0.382701402,0.946448003,0.36213432,0.957599975,0.42026203,0.840258766,0.427177243,0.937885074
0.620837095,12,3,0.297843354,0.446484969,0.856662404,0.422490039,0.946008185,0.490305702,0.594787284,0.498373451,0.91930266
0.709528109,12,3,0.298317423,0.510268536,1,0.482845759,0.967523243,0.560349373,1,0.569569658,1
0.798219123,12,3,0.337791166,0.574052103,0.931083096,0.543201479,1,0.630393045,0.758910966,0.640765865,0.947467889
0.886910136,12,3,0.428374273,0.63783567,0.907885773,0.603557199,0.929759778,0.700436717,0.852544287,0.711962072,0.883731416
0.97560115,12,3,0.479608524,0.701619237,0.967501973,0.663912919,0.884517708,0.770480388,0.932552536,0.783158279,0.917481584
1.152983177,12,3,0.627856548,0.829186371,0.74588292,0.784624359,0.698861942,0.910567732,0.586156427,0.925550694,0.588841774
1.330365205,12,3,0.729104371,0.956753505,0.563543931,0.905335799,0.649995392,1.050655075,0.451200385,1.067943108,0.418922196
1.507747232,12,3,0.842188232,1.084320639,0.376104068,1.026047239,0.45872816,1.190742418,0.190201186,1.210335523,0.235328488
1.685129259,12,3,0.871113713,1.211887773,0.197617561,1.146758679,0.286276309,1.330829762,0.05932326,1.352727937,0.190384365
1.862511286,12,3,0.938621124,1.339454906,0.126207836,1.267470118,0.193271251,1.470917105,0.051819334,1.495120352,0.067003444
2.039893314,12,3,0.975969882,1.46702204,0.044339207,1.388181558,0.103991427,1.611004448,0.010370159,1.637512766,0.023163238
2.172929834,12,3,1,1.562697391,0,1.478715138,0,1.716069956,0,1.744307077,0
0.032940859,2,4,-0.10779472,0.026759495,0.430336239,0.024701777,0.232001876,0.028146815,0.018707736,0.027727706,0.243975701
0.054901432,2,4,-0.111292336,0.044599158,0.434741712,0.041169629,0.196830572,0.046911359,0.0019871,0.046212844,0.238814579
0.076862005,2,4,-0.129788897,0.062438821,0.406909557,0.05763748,0.244410367,0.065675903,0.007791407,0.064697981,0.221629691
0.098822578,2,4,-0.141560554,0.080278485,0.399422656,0.074105331,0.24348441,0.084440446,0.037394504,0.083183119,0.236420541
0.131763437,2,4,-0.131635927,0.107037979,0.430758754,0.098807109,0.292405113,0.112587261,0.047894674,0.110910825,0.261010381
0.164704297,2,4,-0.13050694,0.133797474,0.439263847,0.123508886,0.298821494,0.140734077,0.032569365,0.138638531,0.269503119
0.219605729,2,4,-0.111321287,0.178396632,0.418755216,0.164678514,0.335435681,0.187645436,0.029737406,0.184851375,0.300979884
0.274507161,2,4,-0.1274675,0.22299579,0.418243396,0.205848143,0.358359241,0.234556795,0.040519505,0.231064218,0.268148341
0.329408594,2,4,-0.121647944,0.267594948,0.474077377,0.247017772,0.416742369,0.281468154,0.057786457,0.277277062,0.306218609
0.384310026,2,4,-0.088356094,0.312194107,0.494301553,0.2881874,0.487082603,0.328379513,0.114028551,0.323489906,0.33549089
0.439211458,2,4,-0.046696567,0.356793265,0.436118697,0.329357029,0.470790602,0.375290872,0.100681681,0.369702749,0.320208167
0.49411289,2,4,0,0.401392423,0.47652889,0.370526657,0.525871974,0.422202231,0.150080298,0.415915593,0.339972086
0.549014323,2,4,0.022881776,0.445991581,0.55486158,0.411696286,0.47286496,0.469113589,0.063541254,0.462128436,0.47849711
0.658817187,2,4,0.090283299,0.535189897,0.566630715,0.494035543,0.623790357,0.562936307,0.242900562,0.554554124,0.456863806
0.768620052,2,4,0.18196432,0.624388213,0.731754113,0.576374801,0.755785339,0.656759025,0.44559912,0.646979811,0.650221481
0.878422916,2,4,0.334145791,0.713586529,0.970720893,0.658714058,1,0.750581743,1,0.739405498,0.588312741
0.988225781,2,4,0.479247541,0.802784845,1,0.741053315,0.955930317,0.844404461,0.999309918,0.831831186,1
1.098028645,2,4,0.672778798,0.891983161,0.863140494,0.823392572,0.83719482,0.938227179,0.816471767,0.924256873,0.768397889
1.20783151,2,4,0.79662059,0.981181478,0.536656087,0.905731829,0.633472766,1.032049897,0.337312433,1.01668256,0.440884882
1.427437239,2,4,0.884446735,1.15957811,0.189162144,1.070410344,0.400307142,1.219695333,0.069917532,1.201533935,0.147351549
1.647042968,2,4,0.920086096,1.337974742,0.093425267,1.235088858,0.239498525,1.407340768,0.023318005,1.386385309,0.066855947
1.866648697,2,4,0.938417587,1.516371375,0.032855625,1.399767373,0.151926144,1.594986204,0,1.571236684,0.030706899
2.086254426,2,4,0.95802931,1.694768007,0.064634003,1.564445887,0.112046228,1.78263164,0.065077709,1.756088058,0.026017799
2.305860155,2,4,0.9800065,1.873164639,0.040233159,1.729124402,0.057390565,1.970277076,0.052382935,1.940939433,0.012380111
2.525465884,2,4,0.992036236,2.051561271,0.005365736,1.893802916,0.01253489,2.157922512,0.031994544,2.125790808,0.01208586
2.69017018,2,4,1,2.185358746,0,2.017311802,0,2.298656589,0.028752168,2.264429339,0
0.033398606,3,4,-0.234057206,0.024453074,0.584801629,0.024095357,0.358612371,0.027433505,0.095191375,0.026613358,0.371639402
0.055664344,3,4,-0.205563164,0.040755123,0.594017916,0.040158928,0.409985212,0.045722509,0.143685689,0.044355596,0.376165485
0.077930081,3,4,-0.186682684,0.057057172,0.599509583,0.056222499,0.457648974,0.064011512,0.165237992,0.062097835,0.407260202
0.100195819,3,4,-0.225900258,0.073359221,0.59271269,0.07228607,0.475862003,0.082300515,0.145051146,0.079840074,0.387379862
0.133594425,3,4,-0.193957018,0.097812295,0.661994457,0.096381426,0.53232066,0.109734021,0.337288891,0.106453431,0.47018931
0.166993031,3,4,-0.146563736,0.122265369,0.638641932,0.120476783,0.517101014,0.137167526,0.218481822,0.133066789,0.428748095
0.222657375,3,4,-0.164501373,0.163020492,0.644228401,0.16063571,0.554121247,0.182890034,0.194413453,0.177422386,0.43979522
0.278321719,3,4,-0.114670818,0.203775615,0.751619262,0.200794638,0.638671121,0.228612543,0.358939422,0.221777982,0.561839926
0.333986062,3,4,-0.061652688,0.244530738,0.778563669,0.240953566,0.69933336,0.274335051,0.398451811,0.266133579,0.60326631
0.389650406,3,4,-0.021176345,0.285285861,0.820428067,0.281112493,0.670291371,0.32005756,0.380979855,0.310489175,0.604032005
0.44531475,3,4,-0.020694572,0.326040984,0.818591691,0.321271421,0.732871371,0.365780069,0.469235052,0.354844771,0.671702987
0.500979094,3,4,0.035721786,0.366796107,0.864916718,0.361430348,0.741492623,0.411502577,0.504062437,0.399200368,0.728315559
0.556643437,3,4,0.031775762,0.40755123,0.867149109,0.401589276,0.779982109,0.457225086,0.552850293,0.443555964,0.753327328
0.667972125,3,4,0.15312763,0.489061476,0.937825859,0.481907131,0.836374627,0.548670103,0.677982333,0.532267157,0.847780925
0.779300812,3,4,0.286271109,0.570571723,0.964480123,0.562224986,0.975666584,0.64011512,0.87049258,0.62097835,0.96834458
0.8906295,3,4,0.385758651,0.652081969,1,0.642542842,1,0.731560137,1,0.709689543,1
1.001958187,3,4,0.502045396,0.733592215,0.968522865,0.722860697,0.963650724,0.823005154,0.979889068,0.798400736,0.970238964
1.113286875,3,4,0.663020169,0.815102461,0.818713319,0.803178552,0.798987474,0.914450172,0.687778308,0.887111929,0.709092141
1.224615562,3,4,0.769990289,0.896612707,0.690435689,0.883496407,0.671526449,1.005895189,0.487060307,0.975823121,0.542447612
1.447272937,3,4,0.873741342,1.059633199,0.390157784,1.044132118,0.435024962,1.188785223,0.150604601,1.153245507,0.230945175
1.669930312,3,4,0.906309316,1.222653691,0.246712617,1.204767828,0.317291341,1.371675257,0.061436131,1.330667893,0.120707435
1.892587687,3,4,0.950304395,1.385674183,0.110545378,1.365403538,0.171785119,1.554565292,0.038362222,1.508090279,0.043591194
2.115245062,3,4,0.966551603,1.548694675,0.062668555,1.526039249,0.103423736,1.737455326,0.019593828,1.685512664,0.019880366
2.337902437,3,4,0.980426474,1.711715168,0.037639789,1.686674959,0.066470296,1.92034536,0.012851088,1.86293505,0.01068183
2.560559812,3,4,0.991864622,1.87473566,0.004466211,1.847310669,0.019861606,2.103235394,0.002130401,2.040357436,0.020309349
2.727552843,3,4,1,1.997001029,0,1.967787452,0,2.24040292,0,2.173424225,0
0.033691822,4,4,-0.212497864,0.025987494,0.597321022,0.024566858,0.441481249,0.027961124,0.207950923,0.028204191,0.421725838
0.056153037,4,4,-0.210305974,0.04331249,0.584831225,0.040944763,0.469333646,0.046601874,0.224270003,0.047006984,0.425905642
0.078614252,4,4,-0.153907262,0.060637486,0.604388222,0.057322668,0.513181357,0.065242624,0.28273143,0.065809778,0.443408865
0.101075467,4,4,-0.201165854,0.077962482,0.607194865,0.073700573,0.527258018,0.083883373,0.259108746,0.084612572,0.453464978
0.13476729,4,4,-0.166487797,0.103949976,0.647140964,0.098267431,0.604738303,0.111844498,0.332935543,0.112816763,0.49283814
0.168459112,4,4,-0.169048649,0.129937471,0.639389906,0.122834289,0.590222839,0.139805622,0.300360427,0.141020953,0.482335378
0.224612149,4,4,-0.125775915,0.173249961,0.685551022,0.163779051,0.632008915,0.186407496,0.34744245,0.188027938,0.532233055
0.280765187,4,4,-0.107537885,0.216562451,0.764930986,0.204723814,0.674370377,0.23300937,0.366392992,0.235034922,0.631870323
0.336918224,4,4,-0.076219301,0.259874941,0.734233456,0.245668577,0.7500218,0.279611244,0.499391937,0.282041906,0.622727025
0.393071261,4,4,-0.025151704,0.303187431,0.814744994,0.28661334,0.772991169,0.326213118,0.489535421,0.329048891,0.722001198
0.449224299,4,4,0,0.346499922,0.863995084,0.327558103,0.768073733,0.372814992,0.636524829,0.376055875,0.740925675
0.505377336,4,4,0.053079074,0.389812412,0.845211852,0.368502866,0.797421072,0.419416866,0.596176671,0.42306286,0.753943104
0.561530374,4,4,0.122570053,0.433124902,0.884777912,0.409447629,0.790730034,0.46601874,0.571723613,0.470069844,0.822885949
0.673836448,4,4,0.166814255,0.519749882,0.955628422,0.491337154,0.800753273,0.559222488,0.61329647,0.564083813,0.890346506
0.786142523,4,4,0.301706295,0.606374863,1,0.57322668,1,0.652426236,1,0.658097782,1
0.898448598,4,4,0.376694521,0.692999843,0.912127459,0.655116206,0.94083605,0.745629984,0.829471547,0.75211175,0.91280464
1.010754672,4,4,0.51305851,0.779624824,0.870005889,0.737005731,0.888405056,0.838833732,0.796002548,0.846125719,0.848315874
1.123060747,4,4,0.61205765,0.866249804,0.779107533,0.818895257,0.802784416,0.93203748,0.712001462,0.940139688,0.653571383
1.235366822,4,4,0.742983535,0.952874785,0.575024781,0.900784783,0.645658632,1.025241228,0.42126282,1.034153657,0.412378935
1.459978971,4,4,0.872922217,1.126124745,0.299205556,1.064563834,0.405213333,1.211648724,0.131458981,1.222181594,0.16463766
1.684591121,4,4,0.916431079,1.299374706,0.16146648,1.228342886,0.257684271,1.39805622,0.059245491,1.410209532,0.072949219
1.90920327,4,4,0.933799484,1.472624667,0.105183136,1.392121937,0.165582602,1.584463716,0.027761926,1.59823747,0.041461267
2.133815419,4,4,0.960757718,1.645874628,0.083522017,1.555900988,0.126933642,1.770871212,0.017660929,1.786265407,0.02682194
2.358427569,4,4,0.978957232,1.819124589,0.041624918,1.71968004,0.058850539,1.957278708,0.003609994,1.974293345,0.01047476
2.583039718,4,4,0.984543391,1.992374549,0.026741698,1.883459091,0.031834116,2.143686203,0,2.162321283,0.005344455
2.75149883,4,4,1,2.12231202,0,2.00629338,0,2.283491825,0.001773874,2.303342236,0
0.033692558,6,4,-0.06495172,0.023467572,0.458190537,0.022743003,0.280452728,0.028185779,0.085842304,0.025009565,0.417672114
0.056154263,6,4,-0.060739272,0.039112621,0.530583676,0.037905006,0.344531651,0.046976298,0.150729218,0.041682608,0.443563935
0.078615969,6,4,-0.075853338,0.054757669,0.41804422,0.053067008,0.422914319,0.065766818,0.122445938,0.058355651,0.363098979
0.101077674,6,4,-0.036747018,0.070402717,0.584808204,0.06822901,0.478174724,0.084557337,0.208859409,0.075028694,0.513355828
0.134770232,6,4,-0.015403022,0.093870289,0.606115946,0.090972014,0.630419917,0.112743116,0.214793428,0.100038259,0.571374396
0.16846279,6,4,-0.012278088,0.117337862,0.593013513,0.113715017,0.600960184,0.140928895,0.199764879,0.125047824,0.54624028
0.224617053,6,4,-0.019402444,0.156450482,0.567780164,0.151620023,0.617537311,0.187905194,0.306884572,0.166730432,0.479424042
0.280771317,6,4,0,0.195563103,0.623089548,0.189525028,0.709401519,0.234881492,0.3353272,0.20841304,0.550705928
0.33692558,6,4,0.083721169,0.234675724,0.796184768,0.227430034,0.881191569,0.281857791,0.576413425,0.250095647,0.766536033
0.393079844,6,4,0.121160462,0.273788344,0.797987209,0.265335039,0.928414833,0.328834089,0.685947023,0.291778255,0.766061933
0.449234107,6,4,0.124548254,0.312900965,0.798585227,0.303240045,0.896606812,0.375810388,0.679969882,0.333460863,0.763940292
0.50538837,6,4,0.050193412,0.352013586,0.879537161,0.341145051,0.301153882,0.422786686,0.900574097,0.375143471,0.756475723
0.561542634,6,4,0.179728604,0.391126206,0.925598721,0.379050056,0.914365752,0.469762985,0.838979658,0.416826079,0.903264381
0.67385116,6,4,0.245356875,0.469351447,0.985257556,0.454860068,1,0.563715582,1,0.500191295,1
0.786159687,6,4,0.336068182,0.547576689,1,0.530670079,0.943958867,0.657668179,0.957780644,0.583556511,0.994707055
0.898468214,6,4,0.390925946,0.62580193,0.962534638,0.60648009,0.932206176,0.751620776,0.918422584,0.666921726,0.912482936
1.01077674,6,4,0.511577288,0.704027171,0.92130854,0.682290101,0.875652122,0.845573373,0.792582464,0.750286942,0.85137622
1.123085267,6,4,0.565858301,0.782252412,0.852385485,0.758100113,0.812596367,0.93952597,0.691773742,0.833652158,0.774169774
1.235393794,6,4,0.627815636,0.860477654,0.800682671,0.833910124,0.7311086,1.033478567,0.563486945,0.917017374,0.668886347
1.460010847,6,4,0.76623778,1.016928136,0.463518409,0.985530146,0.517696646,1.221383761,0.207153689,1.083747806,0.329556359
1.684627901,6,4,0.847817759,1.173378618,0.257617679,1.137150169,0.3322652,1.409288955,0.118663789,1.250478237,0.141977097
1.909244954,6,4,0.893824955,1.329829101,0.140269137,1.288770191,0.218549447,1.597194149,0.065183887,1.417208669,0.069314784
2.133862008,6,4,0.92502308,1.486279583,0.120840299,1.440390214,0.153204515,1.785099343,0.053949476,1.5839391,0.048863256
2.358479061,6,4,0.961630977,1.642730066,0.084936794,1.592010236,0.092538248,1.973004537,0.029558367,1.750669532,0.020801283
2.583096115,6,4,0.982181124,1.799180548,0.028298894,1.743630259,0.040893653,2.160909731,0.007249564,1.917399964,0.007678368
2.751558905,6,4,1,1.91651841,0,1.857345276,0,2.301838626,0,2.042447787,0
0.034229706,8,4,0,0.022644598,0.578036865,0.02286979,0.478177524,0.028714376,0.179376627,0.025012185,0.501756621
0.05704951,8,4,0.024422767,0.037740997,0.546573312,0.038116317,0.549682981,0.047857293,0.204192247,0.041686975,0.507026922
0.079869313,8,4,0.001084542,0.052837396,0.524141749,0.053362843,0.508647765,0.067000211,0.233828559,0.058361765,0.459732652
0.102689117,8,4,0.050768718,0.067933795,0.577227399,0.06860937,0.628261951,0.086143128,0.280011609,0.075036554,0.575158145
0.136918823,8,4,0.047212427,0.090578393,0.595033152,0.09147916,0.621250855,0.114857504,0.208010287,0.100048739,0.579079016
0.171148529,8,4,0.064957844,0.113222991,0.699784008,0.11434895,0.727713709,0.14357188,0.491863923,0.125060924,0.651082976
0.228198038,8,4,0.09244537,0.150963988,0.708700708,0.152465266,0.794177579,0.191429174,0.456723476,0.166747899,0.726672845
0.285247548,8,4,0.117905777,0.188704985,0.74273141,0.190581583,0.839742286,0.239286467,0.593976397,0.208434873,0.782649174
0.342297058,8,4,0.131443782,0.226445982,0.757424841,0.228697899,0.829070038,0.28714376,0.540686771,0.250121848,0.788715766
0.399346567,8,4,0.168407202,0.264186979,0.788385596,0.266814216,0.84062758,0.335001054,0.720553673,0.291808823,0.773323545
0.456396077,8,4,0.20577403,0.301927976,0.857777937,0.304930532,1,0.382858347,0.954652541,0.333495797,0.949580476
0.513445586,8,4,0.244035505,0.339668973,0.919287903,0.343046849,0.964269105,0.43071564,0.993099826,0.375182772,0.942426095
0.570495096,8,4,0.265706205,0.37740997,0.858712526,0.381163165,0.990548695,0.478572934,1,0.416869747,0.916405124
0.684594115,8,4,0.297724824,0.452891964,0.940717038,0.457395799,0.913371028,0.574287521,0.940874935,0.500243696,0.955094115
