z/z1,x/D,Run,Avg_udefect,z/z2,RMS_udefect,z/z2,RMS_wdefect,z/z2,RSS_uwdefect,z/z2,tke_defect
1.225196381,12,1,0.216607473,0.841396719,0.8531218,0.841396719,0.805352506,0.841396719,0.710699855,0.841396719,0.747169591
1.400224435,12,1,0.01672805,0.96159625,0.668045035,0.96159625,0.671534415,0.96159625,0.542279494,0.96159625,0.55519906
1.575252489,12,1,-0.187691975,1.081795781,0.556090445,1.081795781,0.569055446,1.081795781,0.409936315,1.081795781,0.430141995
1.750280544,12,1,-0.263329579,1.201995312,0.397284635,1.201995312,0.475751019,1.201995312,0.300619244,1.201995312,0.354382021
1.925308598,12,1,-0.37071294,1.322194843,0.26965198,1.322194843,0.336332949,1.322194843,0.179381464,1.322194843,0.190904302
2.275364707,12,1,-0.445525652,1.562593906,0.095555133,1.562593906,0.186475403,1.562593906,0.072366637,1.562593906,0.051860422
2.625420816,12,1,-0.482204954,1.802992968,0.013781522,1.802992968,0.125515862,1.802992968,0.030628513,1.802992968,0.025624062
2.975476924,12,1,-0.407422518,2.043392031,-0.047317448,2.043392031,0.080385561,2.043392031,-0.006686967,2.043392031,-0.001708601
3.325533033,12,1,-0.425833889,2.283791093,-0.065388983,2.283791093,0.036158595,2.283791093,-0.002994514,2.283791093,0.022973082
3.675589142,12,1,-0.373115371,2.524190156,-0.096341482,2.524190156,-0.003507746,2.524190156,-0.009690047,2.524190156,-0.020277609
4.025645251,12,1,-0.368390959,2.764589218,-0.143965163,2.764589218,-0.021577931,2.764589218,-0.019535799,2.764589218,-0.03338612
4.288187332,12,1,-0.311809804,2.944888515,-0.142889956,2.944888515,-0.035008709,2.944888515,-0.019248333,2.944888515,-0.031023758
0.065409354,2,2,0.925838212,0.048049972,0.322076432,0.048049972,0.172849452,0.048049972,-0.099295183,0.044562618,0.163874334
0.109015589,2,2,0.921532781,0.080083287,0.268390069,0.080083287,0.214143554,0.080083287,-0.081931972,0.07427103,0.131592722
0.152621825,2,2,0.971141657,0.112116601,0.297788386,0.112116601,0.306640491,0.112116601,-0.098785355,0.103979442,0.154753243
0.196228061,2,2,0.937267441,0.144149916,0.287803699,0.144149916,0.356695956,0.144149916,0.003571271,0.133687854,0.173335166
0.261637414,2,2,0.999998662,0.192199888,0.250495616,0.192199888,0.298038969,0.192199888,-0.108808867,0.178250472,0.164241634
0.327046768,2,2,0.913796762,0.24024986,0.348138566,0.24024986,0.376175764,0.24024986,0.047884074,0.22281309,0.224288538
0.436062357,2,2,0.887963728,0.320333146,0.386439671,0.320333146,0.480657956,0.320333146,0.120114893,0.297084119,0.290239151
0.545077946,2,2,0.882881892,0.400416433,0.368180819,0.400416433,0.53047353,0.400416433,0.180056259,0.371355149,0.310814094
0.654093535,2,2,0.884733996,0.48049972,0.392124343,0.48049972,0.501612659,0.48049972,0.098297997,0.445626179,0.352080318
0.763109125,2,2,0.699320714,0.560583006,0.661272153,0.560583006,0.78043461,0.560583006,0.434968366,0.519897209,0.611976209
0.872124714,2,2,0.685636275,0.640666293,0.754850328,0.640666293,0.891507633,0.640666293,0.530427954,0.594168239,0.727017899
0.981140303,2,2,0.521379017,0.72074958,0.913244097,0.72074958,0.999999829,0.72074958,0.893007586,0.668439269,0.882197803
1.090155892,2,2,0.397769611,0.800832866,0.999996943,0.800832866,0.987017944,0.800832866,0.995016364,0.742710298,1
1.308187071,2,2,0.014169628,0.960999439,0.916586303,0.960999439,0.807964963,0.960999439,0.837527531,0.891252358,0.82452123
1.526218249,2,2,-0.249349423,1.121166013,0.301210197,1.121166013,0.496413199,1.121166013,0.190863441,1.039794418,0.296780964
1.744249428,2,2,-0.287824448,1.281332586,0.097359576,1.281332586,0.335911233,1.281332586,0.082536398,1.188336477,0.108332019
1.962280606,2,2,-0.273354249,1.441499159,0.050297254,1.441499159,0.258790497,1.441499159,0.048343658,1.336878537,-4.571138152
2.180311785,2,2,-0.245388428,1.601665732,-0.014483148,1.601665732,0.184037905,1.601665732,0.032631598,1.485420597,0.021786622
2.398342963,2,2,-0.284567618,1.761832306,-0.0016687,1.761832306,0.159124778,1.761832306,0.102516068,1.633962657,0.014741159
2.83440532,2,2,-0.263253173,2.082165452,-0.127436053,2.082165452,0.084425778,2.082165452,0.03534109,1.931046776,-0.032779234
3.270467677,2,2,-0.228828809,2.402498599,-0.041382908,2.402498599,0.142135222,2.402498599,0.031491153,2.228130895,-0.006874485
3.706530034,2,2,-0.309140677,2.722831745,-0.039383074,2.722831745,0.131909501,2.722831745,0.021600271,2.525215015,0.026669444
4.142592391,2,2,-0.211760788,3.043164891,-0.032320784,3.043164891,0.062406889,3.043164891,0.001483872,2.822299134,-0.326089746
4.578654748,2,2,-0.178923399,3.363498038,-0.001903249,3.363498038,0.06578764,3.363498038,0.005037725,3.119383253,0.001794958
5.014717105,2,2,-0.169520712,3.683831184,-0.024841969,3.683831184,0.043550755,3.683831184,-0.000308033,3.416467373,-0.005006804
5.341763872,2,2,-0.180316247,3.924081044,-0.034531186,3.924081044,0.027150136,3.924081044,-0.007415465,3.639280462,-0.005022066
0.075893648,3,2,0.99999721,0.047722067,0.467029551,0.047722067,0.439088152,0.047722067,0.098673219,0.043007053,0.337131947
0.126489413,3,2,0.984697315,0.079536778,0.524451388,0.079536778,0.604149101,0.079536778,0.238673473,0.071678422,0.388953104
0.177085178,3,2,0.966390841,0.111351489,0.565368036,0.111351489,0.51099116,0.111351489,0.217362588,0.100349791,0.456106948
0.227680943,3,2,0.970299257,0.1431662,0.604698806,0.1431662,0.655357713,0.1431662,0.256934434,0.129021159,0.460924507
0.303574591,3,2,0.98521772,0.190888267,0.640637366,0.190888267,0.700023372,0.190888267,0.383805555,0.172028213,0.498213145
0.379468239,3,2,0.93691211,0.238610333,0.741459422,0.238610333,0.735261113,0.238610333,0.486460562,0.215035266,0.577162292
