z/z1,x/D,Run,Avg_udefect,z/z2,RMS_udefect,z/z2,RMS_wdefect,z/z2,RSS_uwdefect,z/z2,tke_defect
0.505957651,3,2,0.871025525,0.318147111,0.817803469,0.318147111,0.705322307,0.318147111,0.544050724,0.286713688,0.645030424
0.632447064,3,2,0.831196387,0.397683889,0.651674318,0.397683889,0.728740781,0.397683889,0.594381745,0.35839211,0.635722175
0.758936477,3,2,0.784499551,0.477220667,0.861745571,0.477220667,0.837209673,0.477220667,0.926973367,0.430070532,0.773031385
0.88542589,3,2,0.638763419,0.556757445,0.847384589,0.556757445,0.875576104,0.556757445,0.823355166,0.501748953,0.759068884
1.011915303,3,2,0.485572007,0.636294222,0.842036077,0.636294222,0.925099004,0.636294222,0.818531255,0.573427375,0.806357589
1.138404716,3,2,0.429012282,0.715831,1.000006023,0.715831,1.000112239,0.715831,1.001753651,0.645105797,1
1.264894128,3,2,0.299115017,0.795367778,0.881006272,0.795367778,0.923710909,0.795367778,0.980164762,0.716784219,0.910489021
1.517872954,3,2,0.028033206,0.954441334,0.873616126,0.954441334,0.803664369,0.954441334,0.855569013,0.860141063,0.786428656
1.77085178,3,2,-0.208997838,1.113514889,0.519331807,1.113514889,0.525915991,1.113514889,0.345102668,1.003497907,0.429656756
2.023830605,3,2,-0.278528451,1.272588445,0.318493489,1.272588445,0.376675705,1.272588445,0.176505582,1.146854751,0.230944101
2.276809431,3,2,-0.292973881,1.431662001,0.097107121,1.431662001,0.268176812,1.431662001,0.055291658,1.290211595,-4.82928725
2.529788257,3,2,-0.277349172,1.590735556,0.065112948,1.590735556,0.198309563,1.590735556,0.044782462,1.433568439,0.059898079
2.782767082,3,2,-0.307248919,1.749809112,-0.010205266,1.749809112,0.127841664,1.749809112,0.077780915,1.576925282,0.080071838
3.288724734,3,2,-0.278883508,2.067956223,-0.102736256,2.067956223,0.069303337,2.067956223,0.050115384,1.86363897,0.018518256
3.794682385,3,2,-0.260344427,2.386103334,-0.065159816,2.386103334,0.09682111,2.386103334,0.015651351,2.150352658,-0.01206124
4.300640036,3,2,-0.243935236,2.704250445,-0.065290102,2.704250445,0.091295844,2.704250445,0.010431503,2.437066346,-0.018859965
4.806597688,3,2,-0.314648167,3.022397557,0.019783549,3.022397557,0.052005962,3.022397557,0.022465043,2.723780033,-0.330927874
5.312555339,3,2,-0.204051009,3.340544668,0.008044067,3.340544668,0.068048076,3.340544668,0.009192619,3.010493721,0.006696952
5.81851299,3,2,-0.196446421,3.658691779,-0.031868824,3.658691779,0.03725606,3.658691779,0.000200223,3.297207409,-0.006523201
6.197981229,3,2,-0.200014372,3.897302112,-0.052952426,3.897302112,0.010457417,3.897302112,-0.009798691,3.512242674,-0.0099793
0.076779362,4,2,0.991211325,0.046800412,0.734302936,0.046800412,0.512511342,0.046800412,0.237228882,0.042390245,0.615131115
0.127965603,4,2,0.925229443,0.078000686,0.802232539,0.078000686,0.599062594,0.078000686,0.230886769,0.070650408,0.712107348
0.179151844,4,2,0.99999921,0.109200961,0.7164946,0.109200961,0.682589432,0.109200961,0.392101066,0.098910571,0.705395503
0.230338085,4,2,0.996709314,0.140401236,0.725294437,0.140401236,0.686807268,0.140401236,0.395307215,0.127170734,0.645855992
0.307117447,4,2,0.939225589,0.187201647,0.801516711,0.187201647,0.798919126,0.187201647,0.541923974,0.169560978,0.760837522
0.383896809,4,2,0.887432645,0.234002059,0.763333193,0.234002059,0.799994897,0.234002059,0.5849576,0.211951223,0.714468239
0.511862411,4,2,0.838688228,0.312002746,0.753689214,0.312002746,0.803861824,0.312002746,0.560050273,0.282601631,0.818259614
0.639828014,4,2,0.797933004,0.390003432,0.776457422,0.390003432,0.804279365,0.390003432,0.760171564,0.353252038,0.75966087
0.767793617,4,2,0.625208626,0.468004118,0.797214883,0.468004118,0.839788517,0.468004118,0.742076327,0.423902446,0.780700195
0.89575922,4,2,0.616818132,0.546004805,1.000004556,0.546004805,0.999911854,0.546004805,0.996383594,0.494552854,0.953153646
1.023724823,4,2,0.473411356,0.624005491,0.796435307,0.624005491,0.897368829,0.624005491,0.728212811,0.565203261,0.801952773
1.151690426,4,2,0.369913333,0.702006178,0.956276871,0.702006178,0.941370652,0.702006178,0.798216596,0.635853669,1
1.279656028,4,2,0.311978231,0.780006864,0.897121285,0.780006864,0.842679723,0.780006864,0.713573164,0.706504077,0.891620223
1.535587234,4,2,0.041579788,0.936008237,0.785260296,0.936008237,0.69085,0.936008237,0.5372669,0.847804892,0.712278474
1.79151844,4,2,-0.137940692,1.09200961,0.529665794,1.09200961,0.521161089,1.09200961,0.360219445,0.989105707,0.435327573
2.047449646,4,2,-0.246250786,1.248010982,0.294628359,1.248010982,0.401112379,1.248010982,0.189562656,1.130406522,0.22652201
2.303380851,4,2,-0.311083498,1.404012355,0.068205813,1.404012355,0.304819677,1.404012355,0.071673976,1.271707338,-5.090317948
2.559312057,4,2,-0.27620167,1.560013728,0.033962326,1.560013728,0.177784269,1.560013728,0.035989359,1.413008153,0.149109044
2.815243263,4,2,-0.306346288,1.716015101,-0.021596987,1.716015101,0.096434407,1.716015101,0.051950997,1.554308968,0.108327849
3.327105674,4,2,-0.287323518,2.028017847,-0.13742519,2.028017847,0.045959464,2.028017847,0.022974874,1.836910599,-0.007964971
3.838968085,4,2,-0.28883429,2.340020592,-0.102860222,2.340020592,0.052570113,2.340020592,-0.003915851,2.11951223,-0.018402445
4.350830497,4,2,-0.266729389,2.652023338,-0.09026328,2.652023338,0.054504671,2.652023338,0.005240139,2.40211386,-0.027918896
4.862692908,4,2,-0.234526453,2.964026083,-0.075474488,2.964026083,-0.006317706,2.964026083,-0.017953443,2.684715491,-0.382757531
5.37455532,4,2,-0.226362976,3.276028829,-0.053879591,3.276028829,0.011985804,3.276028829,-0.005295584,2.967317121,-0.008226954
5.886417731,4,2,-0.211140831,3.588031575,-0.074371868,3.588031575,0.011538368,3.588031575,-0.009661767,3.249918752,-0.013970657
6.270314539,4,2,-0.211726529,3.822033634,-0.063923385,3.822033634,0.001361848,3.822033634,-0.008728911,3.461869975,-0.012258233
0.084433312,6,2,0.926258787,0.05,0.664259895,0.05,0.683806659,0.05,0.382261,0.047293995,0.516740726
0.140722186,6,2,0.904687825,0.083333333,0.729335795,0.083333333,0.779153657,0.083333333,0.412478491,0.078823325,0.572648983
0.197011061,6,2,1.000001928,0.116666667,0.718591184,0.116666667,0.781318117,0.116666667,0.502039143,0.110352656,0.560872243
0.253299935,6,2,0.925305855,0.15,0.793088498,0.15,0.830213251,0.15,0.664387097,0.141881986,0.641396713
0.337733247,6,2,0.863116808,0.2,0.845501838,0.2,0.868752024,0.2,0.72662487,0.189175981,0.658972083
0.422166559,6,2,0.87965474,0.25,0.890349206,0.25,0.941514185,0.25,0.774919664,0.236469976,0.752503119
0.562888745,6,2,0.815607078,0.333333333,0.887650148,0.333333333,1.000118646,0.333333333,0.951397135,0.315293302,1
0.703610931,6,2,0.760613726,0.416666667,0.925490616,0.416666667,0.862985077,0.416666667,0.918338939,0.394116627,0.767776405
0.844333118,6,2,0.674761703,0.5,0.898922057,0.5,0.865263263,0.5,0.809637108,0.472939952,0.741576818
0.985055304,6,2,0.505823553,0.583333333,0.843285675,0.583333333,0.813080096,0.583333333,0.744950089,0.551763278,0.611721287
1.12577749,6,2,0.450981198,0.666666667,0.999999369,0.666666667,0.976479737,0.666666667,1.003442086,0.630586603,0.777516455
1.266499676,6,2,0.392283446,0.75,0.868100745,0.75,0.890113548,0.75,0.855937954,0.709409929,0.672788642
1.407221863,6,2,0.366091535,0.833333333,0.829314389,0.833333333,0.835015507,0.833333333,0.783191102,0.788233254,0.616814603
1.688666235,6,2,0.090921673,1,0.643379074,1,0.641605541,1,0.501201049,0.945879905,0.4228458
1.970110608,6,2,-0.027640244,1.166666667,0.550300934,1.166666667,0.508400389,1.166666667,0.374765857,1.103526556,0.31685341
2.25155498,6,2,-0.077166488,1.333333333,0.374834922,1.333333333,0.43733571,1.333333333,0.273692008,1.261173206,0.199196621
2.532999353,6,2,-0.164281816,1.5,0.141925371,1.5,0.257696885,1.5,0.069194869,1.418819857,-3.715802077
2.814443725,6,2,-0.125062868,1.666666667,0.116853726,1.666666667,0.210237727,1.666666667,0.049444142,1.576466508,0.052330231
3.095888098,6,2,-0.212103536,1.833333333,0.052174063,1.833333333,0.13601402,1.833333333,0.064734873,1.734113159,0.018349886
3.658776843,6,2,-0.188246338,2.166666667,-0.089499339,2.166666667,0.072579657,2.166666667,0.013764381,2.04940646,-0.023421693
4.221665588,6,2,-0.198118453,2.5,-0.069202219,2.5,0.077490674,2.5,0.001268155,2.364699762,-0.015433204
4.784554333,6,2,-0.193407189,2.833333333,-0.067219235,2.833333333,0.057520028,2.833333333,0.004746837,2.679993064,-0.019436475
5.347443078,6,2,-0.198300429,3.166666667,-0.058302897,3.166666667,0.023396036,3.166666667,-0.016903923,2.995286365,-0.264702846
5.910331823,6,2,-0.159866838,3.5,-0.003622351,3.5,0.046691035,3.5,0.003235039,3.310579667,0.001447162
6.473220568,6,2,-0.158288997,3.833333333,-0.048789278,3.833333333,0.016852809,3.833333333,-0.009413845,3.625872968,-0.00763051
6.895387127,6,2,-0.156191211,4.083333333,-0.058322586,4.083333333,-0.002059495,4.083333333,-0.010572157,3.862342945,-0.008626552
0.067857951,8,2,0.896112178,0.056091541,0.676777974,0.056091541,0.728729666,0.056091541,0.343125981,0.042302377,0.594785445
0.113096584,8,2,1.000003633,0.093485902,0.771847692,0.093485902,0.854010936,0.093485902,0.465991349,0.070503962,0.677082105
0.158335218,8,2,0.956218125,0.130880263,0.715251835,0.130880263,0.864887,0.130880263,0.442207266,0.098705547,0.637433708
0.203573852,8,2,0.911407255,0.168274624,0.807066209,0.168274624,0.905788066,0.168274624,0.660993952,0.126907132,0.715931488
0.271431803,8,2,0.930175428,0.224366166,0.739265969,0.224366166,0.985985669,0.224366166,0.577007511,0.16920951,0.750855149
0.339289753,8,2,0.936349136,0.280457707,0.917734127,0.280457707,1.000142428,0.280457707,0.830961454,0.211511887,1
0.452386338,8,2,0.858455911,0.373943609,0.980889947,0.373943609,0.986652242,0.373943609,0.840270549,0.282015849,0.864317451
0.565482922,8,2,0.754409942,0.467429512,0.838799545,0.467429512,0.915556224,0.467429512,0.69706923,0.352519812,0.804144037
0.678579507,8,2,0.700027167,0.560915414,0.896150221,0.560915414,0.934834431,0.560915414,0.999911794,0.423023774,0.829081312
0.791676091,8,2,0.506787483,0.654401316,1.000000822,0.654401316,0.918779792,0.654401316,0.831488341,0.493527736,0.826235493
0.904772676,8,2,0.515484349,0.747887219,0.970737741,0.747887219,0.979933264,0.747887219,0.92120139,0.564031699,0.854794042
1.01786926,8,2,0.497098147,0.841373121,0.969495588,0.841373121,0.905265306,0.841373121,0.863960228,0.634535661,0.832160689
1.130965845,8,2,0.343043952,0.934859023,0.866716354,0.934859023,0.838504917,0.934859023,0.801207031,0.705039623,0.704951552
1.357159014,8,2,0.1733648,1.121830828,0.736846241,1.121830828,0.649168796,1.121830828,0.496272525,0.846047548,0.530116951
1.583352183,8,2,0.03132034,1.308802633,0.518009682,1.308802633,0.574283694,1.308802633,0.360403895,0.987055473,0.37542221
1.809545352,8,2,-0.052516229,1.495774437,0.505985651,1.495774437,0.521349796,1.495774437,0.387428751,1.128063397,0.485957317
2.035738521,8,2,-0.142088335,1.682746242,0.174398122,1.682746242,0.338046233,1.682746242,0.15680225,1.269071322,-4.878997764
2.26193169,8,2,-0.149823725,1.869718047,0.109387355,1.869718047,0.209740006,1.869718047,0.059592626,1.410079246,0.058260124
2.488124859,8,2,-0.200376332,2.056689851,0.059233545,2.056689851,0.177911019,2.056689851,0.066132697,1.551087171,0.02931991
2.940511197,8,2,-0.202123731,2.43063346,-0.0848837,2.43063346,0.10470165,2.43063346,0.026216958,1.83310302,-0.024815486
3.392897534,8,2,-0.217889595,2.80457707,-0.041459703,2.80457707,0.109193372,2.80457707,0.002376684,2.11511887,-0.011426792
3.845283872,8,2,-0.208577784,3.178520679,-0.038108534,3.178520679,0.08917933,3.178520679,0.013989347,2.397134719,-0.01576987
4.29767021,8,2,-0.230935061,3.552464288,-0.015940688,3.552464288,0.027387029,3.552464288,-0.00105638,2.679150568,-0.303642686
4.750056548,8,2,-0.178786514,3.926407898,0.005337861,3.926407898,0.046585484,3.926407898,-0.005967454,2.961166418,0.005940938
5.202442886,8,2,-0.165319173,4.300351507,-0.00438459,4.300351507,0.036504731,4.300351507,-0.004793956,3.243182267,-0.00252734
5.54173264,8,2,-0.170942501,4.580809214,-0.049234754,4.580809214,0.018507525,4.580809214,-0.008995701,3.454694154,-0.00895388
0.055745503,10,2,0.855991855,0.040937747,0.588159311,0.040937747,0.639037207,0.040937747,0.235318429,0.038364643,0.677307592
0.092909172,10,2,0.827914414,0.068229579,0.67359607,0.068229579,0.743519599,0.068229579,0.346228754,0.063941072,0.733588803
0.130072841,10,2,0.919731717,0.09552141,0.680174043,0.09552141,0.810761305,0.09552141,0.414569876,0.089517501,0.698606599
0.16723651,10,2,0.85875367,0.122813242,0.717044884,0.122813242,0.823622889,0.122813242,0.402849563,0.115093929,0.782183839
0.222982013,10,2,0.940483176,0.163750989,0.650400996,0.163750989,0.927960406,0.163750989,0.492155799,0.153458573,0.750701392
0.278727516,10,2,1.000000706,0.204688737,0.781985014,0.204688737,0.985706513,0.204688737,0.537747379,0.191823216,0.809781722
0.371636688,10,2,0.938302128,0.272918316,0.834246493,0.272918316,0.957404207,0.272918316,0.74997489,0.255764288,0.894873122
0.46454586,10,2,0.843136932,0.341147894,0.877454538,0.341147894,0.973970801,0.341147894,0.986388009,0.31970536,0.949517946
0.557455032,10,2,0.862513625,0.409377473,0.857268961,0.409377473,0.910226804,0.409377473,0.848350072,0.383646431,0.912149087
0.650364204,10,2,0.634863675,0.477607052,1.000000849,0.477607052,0.999976243,0.477607052,0.888967793,0.447587503,1
0.743273376,10,2,0.614395605,0.545836631,0.960655639,0.545836631,0.98754316,0.545836631,1.001499494,0.511528575,0.956228904
0.836182548,10,2,0.664744469,0.61406621,0.930885535,0.61406621,0.895148625,0.61406621,0.878449249,0.575469647,0.840840401
0.92909172,10,2,0.571870741,0.682295789,0.838861892,0.682295789,0.851567469,0.682295789,0.913135069,0.639410719,0.778448875
1.114910064,10,2,0.383522974,0.818754947,0.84731817,0.818754947,0.860911607,0.818754947,0.884969207,0.767292863,0.771525232
1.300728408,10,2,0.238003484,0.955214104,0.670046558,0.955214104,0.64880682,0.955214104,0.536126576,0.895175007,0.550263356
1.486546752,10,2,0.019776006,1.091673262,0.484911734,1.091673262,0.485729774,1.091673262,0.37464055,1.023057151,0.575573835
1.672365096,10,2,-0.037499008,1.22813242,0.37224916,1.22813242,0.418663695,1.22813242,0.245468986,1.150939294,-6.131952329
1.85818344,10,2,-0.010785487,1.364591578,0.328633199,1.364591578,0.336682025,1.364591578,0.128944937,1.278821438,0.203891642
2.044001784,10,2,-0.125916116,1.501050736,0.248832078,1.501050736,0.23066597,1.501050736,0.113128577,1.406703582,0.127580434
2.415638472,10,2,-0.181672084,1.773969051,0.03551019,1.773969051,0.143866784,1.773969051,0.042733017,1.66246787,0.029218553
2.78727516,10,2,-0.235541166,2.046887367,0.059853034,2.046887367,0.148414731,2.046887367,0.005487163,1.918232157,0.031644606
3.158911848,10,2,-0.208395369,2.319805682,0.04957421,2.319805682,0.105884149,2.319805682,0.003387036,2.173996445,0.018634883
3.530548536,10,2,-0.217625027,2.592723998,0.023713916,2.592723998,0.046232997,2.592723998,-0.010141452,2.429760733,-0.308708007
3.902185224,10,2,-0.181465956,2.865642313,0.048144573,2.865642313,0.053064273,2.865642313,-0.005018592,2.68552502,0.034664706
4.273821912,10,2,-0.155357404,3.138560629,0.031153134,3.138560629,0.054247149,3.138560629,-0.006784957,2.941289308,0.027502366
4.552549428,10,2,-0.17062532,3.343249365,0.000319097,3.343249365,0.015374901,3.343249365,-0.011472095,3.133112523,0.017905517
0.048598736,12,2,0.7880639,0.035595634,0.601464112,0.035595634,0.613152131,0.035595634,0.323833565,0.036059859,0.52271068
0.080997894,12,2,0.85289496,0.059326056,0.623827781,0.059326056,0.669277313,0.059326056,0.280734173,0.060099766,0.492059296
0.113397052,12,2,0.830378857,0.083056478,0.67051842,0.083056478,0.716496992,0.083056478,0.308473019,0.084139672,0.51954391
0.145796209,12,2,0.990176499,0.106786901,0.590856149,0.106786901,0.806086772,0.106786901,0.341848295,0.108179578,0.542287108
0.194394946,12,2,0.948926271,0.142382534,0.636460105,0.142382534,0.846418858,0.142382534,0.321327511,0.144239437,0.569713681
0.242993682,12,2,0.93347642,0.177978168,0.765440401,0.177978168,0.903745879,0.177978168,0.503964882,0.180299297,0.788697166
0.323991576,12,2,0.998365944,0.237304224,0.861423613,0.237304224,0.930688016,0.237304224,0.529661732,0.240399062,0.70724356
0.40498947,12,2,0.946340169,0.29663028,0.672964633,0.29663028,0.927546241,0.29663028,0.625624213,0.300498828,0.67490776
0.485987364,12,2,0.999995066,0.355956336,0.781688647,0.355956336,0.914630607,0.355956336,0.632014657,0.360598594,0.686546058
0.566985258,12,2,0.908622106,0.415282392,0.913723917,0.415282392,0.967927813,0.415282392,0.778083705,0.420698359,1
0.647983152,12,2,0.792914337,0.474608448,1.000142756,0.474608448,0.999859265,0.474608448,1.003759344,0.480798125,0.772321954
0.728981046,12,2,0.850381822,0.533934504,0.828832459,0.533934504,0.965147771,0.533934504,0.845878805,0.54089789,0.682432792
0.809978941,12,2,0.829759064,0.59326056,0.839450997,0.59326056,0.876070744,0.59326056,0.842439568,0.600997656,0.627052791
0.971974729,12,2,0.548263619,0.711912672,0.842809743,0.711912672,0.836564981,0.711912672,0.782351714,0.721197187,0.588716184
1.133970517,12,2,0.269238686,0.830564784,0.710048061,0.830564784,0.735207659,0.830564784,0.796167783,0.841396719,0.463975203
1.295966305,12,2,0.314499332,0.949216896,0.629918747,0.949216896,0.617503894,0.949216896,0.545878219,0.96159625,0.603721143
1.457962093,12,2,0.227109222,1.067869008,0.472551579,1.067869008,0.537559038,1.067869008,0.394626831,1.081795781,-5.321217939
1.619957881,12,2,0.049545704,1.18652112,0.272036629,1.18652112,0.383899885,1.18652112,0.187933418,1.201995312,0.165438039
1.781953669,12,2,-0.10158886,1.305173232,0.274294836,1.305173232,0.309334327,1.305173232,0.233647676,1.322194843,0.124030892
2.105945245,12,2,-0.201093347,1.542477456,0.010795983,1.542477456,0.169175555,1.542477456,0.096843681,1.562593906,0.018013723
2.429936822,12,2,-0.263825355,1.77978168,0.013388441,1.77978168,0.158634856,1.77978168,0.010249035,1.802992968,0.004951454
2.753928398,12,2,-0.208770847,2.017085904,0.025347995,2.017085904,0.151248704,2.017085904,0.017245459,2.043392031,0.000548568
3.077919974,12,2,-0.191414879,2.254390128,0.012295827,2.254390128,0.06208066,2.254390128,-0.014335806,2.283791093,-0.41009111
3.40191155,12,2,-0.156026844,2.491694352,0.081335856,2.491694352,0.112877647,2.491694352,0.029765288,2.524190156,0.019408707
3.725903127,12,2,-0.203719676,2.728998576,-0.007513044,2.728998576,0.065428948,2.728998576,0.005624756,2.764589218,-0.001303537
3.968896809,12,2,-0.200522612,2.906976744,-0.030036334,2.906976744,0.051328612,2.906976744,-0.001259241,2.944888515,-0.004265577
0.039182394,2,3,0.822865624,0.028056787,0.290366485,0.028056787,0.150196462,0.028056787,-0.037733212,0.044562618,0.150974453
0.06530399,2,3,0.836526035,0.046761312,0.402125558,0.046761312,0.188606149,0.046761312,-0.015962548,0.07427103,0.231086463
0.091425586,2,3,0.823237303,0.065465836,0.355474152,0.065465836,0.213588238,0.065465836,-0.024521476,0.103979442,0.17415148
0.117547182,2,3,0.924733437,0.084170361,0.277606606,0.084170361,0.185089278,0.084170361,-0.031464085,0.133687854,0.148808289
0.156729576,2,3,0.920164439,0.112227148,0.400642341,0.112227148,0.259289327,0.112227148,0.004117806,0.178250472,0.191585549
0.19591197,2,3,0.924582783,0.140283935,0.431624864,0.140283935,0.266851861,0.140283935,-0.097604343,0.22281309,0.172317766
0.26121596,2,3,0.919984338,0.187045246,0.379619278,0.187045246,0.307899441,0.187045246,-0.016143213,0.297084119,0.253912508
0.32651995,2,3,1.000002938,0.233806558,0.326707985,0.233806558,0.326496685,0.233806558,0.019964628,0.371355149,0.213029411
0.39182394,2,3,0.960046719,0.280567869,0.393925385,0.280567869,0.401461974,0.280567869,0.074831004,0.445626179,0.255506786
0.457127931,2,3,0.920839288,0.327329181,0.417915708,0.327329181,0.431448712,0.327329181,0.107009256,0.519897209,0.285668037
0.522431921,2,3,0.802410401,0.374090492,0.412586842,0.374090492,0.411795625,0.374090492,0.125006404,0.594168239,0.294538333
0.587735911,2,3,0.94396383,0.420851804,0.557104147,0.420851804,0.547454764,0.420851804,0.18706361,0.668439269,0.405843282
0.653039901,2,3,0.922894785,0.467613116,0.548118587,0.467613116,0.556868785,0.467613116,0.226177854,0.742710298,0.542696384
0.783647881,2,3,0.758185371,0.561135739,0.622147914,0.561135739,0.721995974,0.561135739,0.384872054,0.891252358,0.548469073
0.914255861,2,3,0.621771546,0.654658362,0.712507142,0.654658362,0.863089637,0.654658362,0.542583437,1.039794418,0.676327842
1.044863841,2,3,0.43630033,0.748180985,0.850200745,0.748180985,1.000000437,0.748180985,0.853414128,1.188336477,0.870388456
1.175471821,2,3,0.166628419,0.841703608,1.000000005,0.841703608,0.960559929,0.841703608,0.996051842,1.336878537,1
1.306079801,2,3,-0.032462514,0.935226231,0.816405852,0.935226231,0.852105261,0.935226231,0.790590989,1.485420597,0.83180353
1.436687782,2,3,-0.312841086,1.028748854,0.533259966,1.028748854,0.574044531,1.028748854,0.368146321,1.633962657,0.481302508
1.697903742,2,3,-0.385098784,1.215794101,0.18633517,1.215794101,0.388467255,1.215794101,0.125510137,1.931046776,0.180416166
1.959119702,2,3,-0.413185844,1.402839347,0.185779621,1.402839347,0.254954874,1.402839347,0.076059654,2.228130895,0.096517593
2.220335663,2,3,-0.414791281,1.589884593,0.098873406,1.589884593,0.153263713,1.589884593,0.060212285,2.525215015,0.049867382
2.481551623,2,3,-0.417265609,1.776929839,0.076386016,1.776929839,0.112294065,1.776929839,0.047891122,2.822299134,-0.43505736
2.742767583,2,3,-0.449652295,1.963975086,0.103066512,1.963975086,0.090285144,1.963975086,0.017944627,3.119383253,0.051062432
3.003983543,2,3,-0.437300877,2.151020332,-0.048364628,2.151020332,0.030569553,2.151020332,0.007393498,3.416467373,-0.000153363
3.199895514,2,3,-0.44454092,2.291304267,-0.048449207,2.291304267,0.009724392,2.291304267,0.003565181,3.639280462,-0.000902354
0.044202151,3,3,0.94122847,0.025915016,0.4736478,0.025915016,0.344313216,0.025915016,0.054383546,0.043007053,0.292097386
0.073670252,3,3,0.994642347,0.043191693,0.419125362,0.043191693,0.349261176,0.043191693,0.122945193,0.071678422,0.284024578
0.103138353,3,3,0.978835458,0.060468371,0.456861124,0.060468371,0.385817694,0.060468371,0.162432513,0.100349791,0.295459486
0.132606454,3,3,0.956711452,0.077745048,0.512468173,0.077745048,0.396049541,0.077745048,0.111515435,0.129021159,0.334900612
0.176808605,3,3,0.94141785,0.103660064,0.525497689,0.103660064,0.432501229,0.103660064,0.150244767,0.172028213,0.326826738
0.221010756,3,3,0.999997629,0.12957508,0.544983175,0.12957508,0.438729961,0.12957508,0.213444375,0.215035266,0.419880142
0.294681008,3,3,0.899715863,0.172766773,0.720623453,0.172766773,0.607820816,0.172766773,0.473312068,0.286713688,0.510325603
0.36835126,3,3,0.929114612,0.215958467,0.624060364,0.215958467,0.572573151,0.215958467,0.303516541,0.35839211,0.466558522
0.442021512,3,3,0.910809125,0.25915016,0.733524279,0.25915016,0.619892957,0.25915016,0.363095755,0.430070532,0.543166809
0.515691764,3,3,0.836742323,0.302341854,0.726799124,0.302341854,0.702115081,0.302341854,0.490319144,0.501748953,0.607841305
0.589362016,3,3,0.807690875,0.345533547,0.789747213,0.345533547,0.719885703,0.345533547,0.444537752,0.573427375,0.596955388
0.663032268,3,3,0.76308924,0.38872524,0.842564627,0.38872524,0.796949984,0.38872524,0.604806852,0.645105797,0.662498167
0.73670252,3,3,0.633316046,0.431916934,0.786006004,0.431916934,0.816299988,0.431916934,0.54675807,0.716784219,0.704479143
0.884043023,3,3,0.630864918,0.51830032,0.859015926,0.51830032,0.890648084,0.51830032,0.702695238,0.860141063,0.777639832
1.031383527,3,3,0.464580057,0.604683707,0.924554178,0.604683707,0.945355005,0.604683707,0.802204606,1.003497907,0.898980289
1.178724031,3,3,0.34371255,0.691067094,1.000000004,0.691067094,0.955711282,0.691067094,0.847735795,1.146854751,1
1.326064535,3,3,0.180679404,0.777450481,0.992553474,0.777450481,0.999999158,0.777450481,1.000051893,1.290211595,0.940577669
1.473405039,3,3,-0.04547604,0.863833867,0.788103351,0.863833867,0.920812857,0.863833867,0.860640242,1.433568439,0.767553126
1.620745543,3,3,-0.212049629,0.950217254,0.581327941,0.950217254,0.70628154,0.950217254,0.616558,1.576925282,0.472889514
1.915426551,3,3,-0.378288391,1.122984028,0.241606356,1.122984028,0.437205781,1.122984028,0.212136727,1.86363897,0.18383521
2.210107559,3,3,-0.405824216,1.295750801,0.19004155,1.295750801,0.31224689,1.295750801,0.092544239,2.150352658,0.10029289
2.504788566,3,3,-0.418801714,1.468517575,0.054206666,1.468517575,0.203142498,1.468517575,0.038726182,2.437066346,0.041685926
2.799469574,3,3,-0.419706528,1.641284348,0.082180794,1.641284348,0.126531241,1.641284348,0.040575674,2.723780033,-0.431050562
3.094150582,3,3,-0.446446983,1.814051122,0.02327581,1.814051122,0.089978015,1.814051122,0.023044452,3.010493721,0.010458124
3.38883159,3,3,-0.443508344,1.986817895,-0.017147063,1.986817895,0.040871054,1.986817895,0.009140699,3.297207409,0.009697113
3.609842346,3,3,-0.44956818,2.116392975,-0.009304703,2.116392975,0.030847487,2.116392975,0.004345483,3.512242674,0.010478627
0.046274873,4,3,0.994565461,0.027434591,0.441389387,0.027434591,0.463514453,0.027434591,0.12265549,0.042390245,0.392914563
0.077124788,4,3,0.983712607,0.045724319,0.503654271,0.045724319,0.483059254,0.045724319,0.210304041,0.070650408,0.414256617
0.107974703,4,3,0.999997418,0.064014047,0.494600325,0.064014047,0.467020662,0.064014047,0.191343148,0.098910571,0.398810259
0.138824618,4,3,0.993235821,0.082303774,0.485098322,0.082303774,0.497463677,0.082303774,0.259042842,0.127170734,0.382939163
0.185099491,4,3,0.987752808,0.109738365,0.499910845,0.109738365,0.542431651,0.109738365,0.224777571,0.169560978,0.392379672
0.231374364,4,3,0.96073013,0.137172957,0.566409533,0.137172957,0.626161245,0.137172957,0.392639178,0.211951223,0.508912301
0.308499152,4,3,0.950229383,0.182897276,0.623873163,0.182897276,0.744582445,0.182897276,0.447179585,0.282601631,0.700705949
0.38562394,4,3,0.950557974,0.228621595,0.698758787,0.228621595,0.771948328,0.228621595,0.551211274,0.353252038,0.68352303
0.462748727,4,3,0.93997137,0.274345914,0.75157624,0.274345914,0.77614005,0.274345914,0.489068359,0.423902446,0.672955833
0.539873515,4,3,0.83021759,0.320070233,0.755179332,0.320070233,0.821532257,0.320070233,0.676604406,0.494552854,0.737081843
0.616998303,4,3,0.818394476,0.365794551,0.834684517,0.365794551,0.930014891,0.365794551,0.614608279,0.565203261,0.856838947
0.694123091,4,3,0.801694246,0.41151887,0.877439219,0.41151887,0.936822649,0.41151887,0.711389316,0.635853669,0.901229758
0.771247879,4,3,0.744416791,0.457243189,0.842709102,0.457243189,0.990052027,0.457243189,0.72561803,0.706504077,0.876290096
0.925497455,4,3,0.556653651,0.548691827,0.923573871,0.548691827,0.953134347,0.548691827,0.785969452,0.847804892,0.996688345
